# NOTICE: This dataset is synthetic development data and is not representative of real-world candidate populations.
sample_id,topic,question_difficulty,difficulty_numeric,attempt_number,technical_score,relevance_score,completeness_score,clarity_score,communication_score,answer_length,keyword_coverage,previous_score,average_previous_score,topic_accuracy,composite_score,readiness_label
406,System Design,Easy,1,3,34.58,32.05,41.09,36.67,30.0,49,0.305,54.19,44.38,27.34,35.39,Needs Improvement
407,Machine Learning & AI,Easy,1,5,77.73,86.41,65.5,97.34,100.0,78,0.637,100.0,88.86,76.68,77.65,Almost Ready
408,System Design,Easy,1,1,26.37,40.65,20.0,27.06,31.4,63,0.262,25.54,25.95,21.38,27.22,Needs Improvement
409,Cloud & DevOps,Hard,3,3,70.45,76.26,55.92,59.18,57.39,54,0.526,71.58,71.01,68.58,64.12,Almost Ready
410,Generative AI & RAG,Hard,3,3,33.12,44.98,26.55,36.86,39.99,33,0.347,27.34,30.23,32.56,34.13,Needs Improvement
411,System Design,Medium,2,5,77.43,76.09,68.82,83.9,97.68,76,0.647,79.11,78.27,82.17,75.46,Almost Ready
412,Generative AI & RAG,Easy,1,2,47.84,53.76,48.01,61.18,60.26,80,0.552,35.7,41.77,46.35,51.46,Needs Improvement
413,SQL & DBMS,Hard,3,4,66.99,70.04,65.97,76.07,82.55,61,0.585,63.34,65.17,78.93,68.03,Almost Ready
414,Machine Learning & AI,Medium,2,5,68.11,68.13,69.3,52.5,55.61,78,0.667,60.41,64.26,61.43,66.09,Almost Ready
415,Generative AI & RAG,Easy,1,3,65.07,75.4,62.27,69.66,69.67,70,0.479,57.13,61.1,67.23,64.9,Almost Ready
416,Generative AI & RAG,Hard,3,5,46.36,43.65,57.54,43.37,53.64,52,0.253,34.99,40.68,55.21,46.71,Needs Improvement
417,Cloud & DevOps,Medium,2,1,41.98,39.33,20.0,61.19,61.83,60,0.499,46.6,44.29,35.82,39.8,Needs Improvement
418,System Design,Medium,2,3,52.75,60.71,41.34,64.22,66.41,109,0.48,61.09,56.92,52.89,52.44,Needs Improvement
419,Machine Learning & AI,Medium,2,1,62.11,52.27,56.79,73.58,88.83,63,0.428,57.22,59.66,59.03,59.86,Almost Ready
420,System Design,Medium,2,5,45.95,52.8,28.61,49.37,41.31,61,0.265,54.85,50.4,44.65,40.81,Needs Improvement
421,Generative AI & RAG,Easy,1,3,48.88,52.08,40.05,45.55,51.24,11,0.369,52.8,50.84,44.88,45.74,Needs Improvement
422,System Design,Hard,3,2,29.77,37.24,26.18,51.84,55.09,29,0.469,20.0,24.88,27.0,35.17,Needs Improvement
423,Machine Learning & AI,Medium,2,3,44.43,40.46,54.67,37.08,39.86,46,0.246,39.66,42.05,37.91,43.45,Needs Improvement
424,SQL & DBMS,Medium,2,3,68.63,79.85,75.42,71.88,73.35,116,0.663,65.35,66.99,72.78,72.34,Almost Ready
425,Machine Learning & AI,Easy,1,1,62.99,64.66,67.72,50.65,52.96,47,0.479,67.37,65.18,62.7,61.18,Almost Ready
426,Python & OOP,Easy,1,1,58.04,56.11,45.88,66.3,62.4,62,0.637,66.42,62.23,51.91,56.33,Needs Improvement
427,Generative AI & RAG,Hard,3,3,62.33,70.11,51.36,57.11,62.47,92,0.708,60.32,61.33,60.6,61.09,Almost Ready
428,Generative AI & RAG,Hard,3,5,48.49,47.73,57.01,49.22,40.08,42,0.186,46.52,47.5,50.55,47.17,Needs Improvement
429,Python & OOP,Medium,2,2,45.46,40.19,48.03,39.8,35.55,23,0.312,43.37,44.42,41.11,42.82,Needs Improvement
430,SQL & DBMS,Easy,1,4,65.22,74.88,39.0,73.23,80.9,63,0.668,55.63,60.42,59.44,61.86,Almost Ready
431,Cloud & DevOps,Medium,2,2,74.2,67.85,82.97,73.8,77.45,86,0.656,67.62,70.91,74.45,74.7,Almost Ready
432,Generative AI & RAG,Hard,3,4,70.23,76.94,64.28,53.53,52.51,107,0.585,63.84,67.03,61.96,66.02,Almost Ready
433,System Design,Medium,2,2,20.0,25.0,20.0,25.0,30.0,8,0.256,29.08,24.54,22.53,22.31,Needs Improvement
434,System Design,Medium,2,4,65.69,67.8,58.38,79.05,82.94,74,0.754,67.1,66.39,62.44,67.35,Almost Ready
435,Python & OOP,Hard,3,3,53.72,55.67,56.89,51.22,55.11,76,0.398,58.11,55.92,60.06,53.23,Needs Improvement
436,Generative AI & RAG,Medium,2,5,61.07,64.04,42.75,72.97,69.55,99,0.686,48.21,54.64,62.72,59.3,Almost Ready
437,System Design,Medium,2,2,27.24,29.74,26.0,33.27,36.36,53,0.255,20.0,23.62,20.0,28.19,Needs Improvement
438,Cloud & DevOps,Hard,3,3,71.64,70.43,55.89,60.54,56.28,83,0.552,90.45,81.04,75.32,64.01,Almost Ready
439,Python & OOP,Hard,3,1,52.29,54.56,49.16,47.32,52.7,77,0.356,47.9,50.1,49.32,49.7,Needs Improvement
440,Cloud & DevOps,Easy,1,3,31.68,28.44,23.01,38.84,47.68,31,0.425,20.0,25.84,34.97,31.62,Needs Improvement
441,SQL & DBMS,Medium,2,2,78.65,80.74,71.54,71.16,71.1,38,0.714,73.66,76.16,75.3,75.33,Almost Ready
442,Cloud & DevOps,Easy,1,2,43.45,55.43,21.36,51.77,52.92,37,0.425,41.26,42.36,49.69,40.94,Needs Improvement
443,System Design,Easy,1,1,90.06,92.39,81.87,83.99,89.46,67,0.75,90.55,90.3,91.1,86.22,Interview Ready
444,Python & OOP,Medium,2,5,82.14,75.66,68.79,82.04,87.58,130,0.635,99.14,90.64,86.61,76.23,Almost Ready
445,SQL & DBMS,Hard,3,5,31.26,37.26,27.36,31.97,35.18,55,0.198,29.03,30.14,31.6,30.31,Needs Improvement
446,Python & OOP,Medium,2,3,48.85,48.9,36.72,42.82,30.0,86,0.33,64.52,56.68,51.64,42.69,Needs Improvement
447,SQL & DBMS,Medium,2,1,20.0,28.36,20.0,25.0,30.0,8,0.224,34.75,27.38,20.0,22.49,Needs Improvement
448,Python & OOP,Easy,1,1,57.62,57.8,55.05,51.6,49.95,31,0.355,39.69,48.65,56.18,53.81,Needs Improvement
449,System Design,Medium,2,3,20.82,32.4,20.0,40.33,43.95,50,0.271,20.0,20.41,20.0,26.08,Needs Improvement
450,SQL & DBMS,Hard,3,3,88.86,81.46,100.0,87.55,83.22,108,0.775,88.47,88.66,93.45,88.98,Interview Ready
451,Generative AI & RAG,Easy,1,5,97.17,100.0,98.57,81.4,87.63,41,0.855,75.92,86.54,98.75,94.72,Interview Ready
452,Python & OOP,Easy,1,5,35.91,25.1,38.66,44.71,55.1,43,0.403,25.22,30.56,37.83,37.26,Needs Improvement
453,Cloud & DevOps,Easy,1,1,26.09,25.0,38.26,36.0,33.98,30,0.464,37.15,31.62,27.09,32.38,Needs Improvement
454,Cloud & DevOps,Hard,3,5,58.85,72.75,43.42,75.73,77.06,77,0.616,52.55,55.7,63.17,59.95,Almost Ready
455,Generative AI & RAG,Easy,1,4,20.0,25.31,22.32,25.0,30.0,37,0.122,29.36,24.68,23.88,21.6,Needs Improvement
456,Cloud & DevOps,Medium,2,2,66.6,71.21,69.04,70.21,72.3,79,0.564,57.35,61.98,72.86,67.53,Almost Ready
457,Machine Learning & AI,Easy,1,5,64.44,74.25,59.07,69.03,55.48,62,0.52,56.94,60.69,65.99,63.34,Almost Ready
458,Generative AI & RAG,Medium,2,4,78.24,81.78,72.27,70.9,81.99,45,0.641,74.92,76.58,82.51,75.32,Almost Ready
459,Machine Learning & AI,Medium,2,3,94.99,100.0,94.44,86.76,91.0,93,0.788,100.0,97.49,88.94,92.96,Interview Ready
460,Cloud & DevOps,Hard,3,3,58.2,59.86,36.33,62.76,57.14,66,0.486,49.44,53.82,64.14,52.42,Needs Improvement
461,Cloud & DevOps,Easy,1,4,39.45,40.29,38.17,50.55,56.28,15,0.389,56.12,47.79,44.89,41.15,Needs Improvement
462,Python & OOP,Easy,1,5,74.83,77.72,71.6,63.98,79.8,65,0.533,66.52,70.68,83.38,71.46,Almost Ready
463,Python & OOP,Hard,3,4,23.13,39.46,20.73,29.16,31.4,57,0.21,20.0,21.57,20.0,25.78,Needs Improvement
464,Python & OOP,Medium,2,2,37.37,40.85,42.47,35.82,30.07,14,0.36,20.0,28.68,39.66,38.51,Needs Improvement
465,System Design,Medium,2,5,22.17,25.17,23.32,33.2,30.0,61,0.238,26.79,24.48,22.1,24.57,Needs Improvement
466,Cloud & DevOps,Medium,2,5,76.61,84.42,95.88,55.2,55.35,41,0.581,67.56,72.08,79.31,77.55,Almost Ready
467,Generative AI & RAG,Medium,2,3,81.35,77.63,56.35,92.14,85.31,101,0.828,85.36,83.36,85.54,75.97,Almost Ready
468,System Design,Medium,2,4,82.92,90.18,89.32,87.04,89.83,86,0.729,93.92,88.42,77.2,85.37,Interview Ready
469,System Design,Medium,2,5,45.0,31.33,31.71,46.35,42.37,39,0.337,55.11,50.06,62.65,38.5,Needs Improvement
470,Generative AI & RAG,Hard,3,5,24.11,25.0,20.0,25.0,32.68,43,0.269,20.0,22.06,20.0,24.01,Needs Improvement
471,SQL & DBMS,Medium,2,5,30.63,29.52,37.1,54.17,48.45,32,0.572,27.41,29.02,26.71,37.98,Needs Improvement
472,Machine Learning & AI,Hard,3,5,20.0,25.0,20.19,45.47,34.71,55,0.41,20.0,20.0,20.0,26.19,Needs Improvement
473,Cloud & DevOps,Easy,1,2,69.32,63.4,73.14,70.4,70.83,67,0.439,51.15,60.23,62.71,67.03,Almost Ready
474,Generative AI & RAG,Medium,2,1,72.3,82.05,58.29,61.33,66.98,87,0.478,62.43,67.37,72.56,66.45,Almost Ready
475,Machine Learning & AI,Hard,3,3,45.55,48.46,58.13,37.82,39.16,36,0.424,40.6,43.07,41.96,47.73,Needs Improvement
476,Python & OOP,Medium,2,1,96.22,100.0,84.71,78.38,71.45,99,0.652,100.0,98.11,93.33,87.79,Interview Ready
477,Python & OOP,Hard,3,2,53.18,53.19,46.67,57.62,57.13,48,0.416,54.57,53.88,53.44,51.04,Needs Improvement
478,Python & OOP,Hard,3,5,46.15,54.37,60.92,41.7,45.66,91,0.1,55.95,51.05,58.98,46.99,Needs Improvement
479,Generative AI & RAG,Medium,2,1,75.68,88.49,71.18,66.28,64.61,61,0.629,91.71,83.7,73.74,73.7,Almost Ready
480,System Design,Hard,3,2,20.0,25.0,21.01,25.0,31.62,53,0.1,20.0,20.0,23.37,21.08,Needs Improvement
481,Machine Learning & AI,Medium,2,4,20.0,33.38,20.37,25.37,30.0,37,0.1,20.0,20.0,24.38,22.14,Needs Improvement
482,Generative AI & RAG,Easy,1,4,70.5,71.94,66.76,55.85,66.73,39,0.567,51.76,61.13,69.43,66.75,Almost Ready
483,Cloud & DevOps,Medium,2,1,48.5,52.69,62.47,30.84,30.0,25,0.272,75.73,62.11,47.4,47.8,Needs Improvement
484,Generative AI & RAG,Hard,3,2,80.13,71.52,74.79,57.74,61.87,60,0.656,70.56,75.35,76.04,72.9,Almost Ready
485,Machine Learning & AI,Medium,2,4,62.18,69.09,56.28,43.5,34.62,25,0.4,83.25,72.71,58.79,56.28,Needs Improvement
486,Machine Learning & AI,Medium,2,3,41.09,48.1,21.92,51.47,58.82,61,0.32,36.4,38.74,48.75,38.37,Needs Improvement
487,Generative AI & RAG,Easy,1,5,23.15,31.74,20.0,25.0,30.0,23,0.1,34.77,28.96,21.24,22.86,Needs Improvement
488,System Design,Easy,1,2,42.1,50.28,37.17,43.63,53.78,53,0.455,39.2,40.65,28.03,43.17,Needs Improvement
489,Generative AI & RAG,Medium,2,1,79.82,80.17,57.49,88.87,95.21,126,0.65,65.27,72.55,81.4,74.48,Almost Ready
490,Generative AI & RAG,Medium,2,3,57.67,72.19,56.87,50.53,57.46,92,0.516,43.9,50.79,66.17,58.32,Almost Ready
491,System Design,Easy,1,5,58.88,51.92,73.13,87.58,82.85,79,0.529,58.73,58.81,53.36,64.87,Almost Ready
492,Cloud & DevOps,Easy,1,3,57.22,61.87,37.36,58.16,57.97,62,0.412,70.93,64.07,65.46,51.48,Needs Improvement
493,Cloud & DevOps,Medium,2,3,60.94,61.47,52.73,79.72,81.03,97,0.654,62.84,61.89,61.68,62.29,Almost Ready
494,Python & OOP,Medium,2,5,67.18,76.6,52.89,66.2,70.82,79,0.477,60.7,63.94,58.86,63.16,Almost Ready
495,Machine Learning & AI,Medium,2,3,49.59,38.56,52.0,63.23,61.89,66,0.228,47.85,48.72,58.16,47.84,Needs Improvement
496,Machine Learning & AI,Hard,3,5,76.08,73.39,62.29,85.95,94.49,104,0.666,95.0,85.54,69.14,73.19,Almost Ready
497,Generative AI & RAG,Easy,1,3,46.24,55.41,35.54,44.08,41.46,69,0.373,56.45,51.34,53.42,43.59,Needs Improvement
498,Cloud & DevOps,Easy,1,5,56.94,48.26,42.88,68.14,64.57,89,0.502,38.85,47.9,63.49,52.95,Needs Improvement
499,Generative AI & RAG,Medium,2,5,51.99,62.33,52.7,42.0,46.97,19,0.489,52.3,52.14,50.19,52.16,Needs Improvement
500,System Design,Medium,2,4,38.36,37.41,43.76,37.26,30.21,32,0.378,28.99,33.68,37.51,39.0,Needs Improvement
501,Python & OOP,Hard,3,3,83.08,85.94,100.0,80.03,83.67,79,0.73,71.83,77.45,83.55,86.46,Interview Ready
502,Python & OOP,Hard,3,5,71.37,82.17,73.59,82.98,71.05,75,0.754,56.88,64.12,63.81,75.09,Almost Ready
503,Python & OOP,Easy,1,5,20.0,25.0,32.92,25.0,30.0,19,0.209,20.0,20.0,20.0,25.07,Needs Improvement
504,SQL & DBMS,Easy,1,1,46.37,48.72,40.72,40.59,52.58,46,0.416,27.62,37.0,52.27,44.56,Needs Improvement
505,SQL & DBMS,Medium,2,3,83.96,76.38,87.0,60.9,62.78,68,0.539,83.86,83.91,74.99,77.21,Almost Ready
506,Generative AI & RAG,Medium,2,5,77.02,80.26,60.21,84.98,81.43,78,0.741,61.88,69.45,80.17,74.03,Almost Ready
507,SQL & DBMS,Medium,2,1,28.19,40.21,31.18,41.97,51.39,48,0.317,32.95,30.57,30.75,33.63,Needs Improvement
508,Python & OOP,Easy,1,4,31.06,43.06,20.0,36.64,37.61,23,0.279,27.7,29.38,34.06,30.66,Needs Improvement
509,Generative AI & RAG,Medium,2,5,30.46,38.87,20.76,51.99,43.46,8,0.352,20.62,25.54,27.98,32.57,Needs Improvement
510,SQL & DBMS,Easy,1,1,40.84,39.48,35.24,66.84,62.91,45,0.503,63.55,52.19,41.11,43.88,Needs Improvement
511,System Design,Hard,3,1,94.51,100.0,100.0,75.56,77.78,93,0.652,95.82,95.16,88.62,91.04,Interview Ready
512,Machine Learning & AI,Hard,3,2,71.5,80.42,53.23,60.56,65.27,64,0.43,81.66,76.58,69.49,64.01,Almost Ready
513,Cloud & DevOps,Easy,1,2,71.42,71.78,62.66,64.54,63.95,36,0.562,68.31,69.87,74.47,66.7,Almost Ready
514,Machine Learning & AI,Medium,2,2,46.64,49.71,33.81,44.56,56.64,54,0.447,55.19,50.91,47.96,43.99,Needs Improvement
515,Generative AI & RAG,Medium,2,2,57.29,53.52,62.04,77.08,81.25,42,0.581,45.04,51.17,49.83,61.17,Almost Ready
516,Machine Learning & AI,Easy,1,2,67.21,79.08,64.13,64.78,57.43,93,0.515,67.55,67.38,67.04,65.92,Almost Ready
517,Generative AI & RAG,Hard,3,3,29.59,37.29,20.0,26.13,30.0,54,0.179,20.0,24.79,36.37,26.85,Needs Improvement
518,System Design,Easy,1,2,83.37,91.52,73.6,77.49,83.99,93,0.71,80.16,81.77,78.6,80.36,Interview Ready
519,System Design,Easy,1,3,53.53,51.1,45.08,56.03,58.68,36,0.559,54.44,53.99,54.76,51.8,Needs Improvement
520,Generative AI & RAG,Easy,1,4,49.01,56.28,36.29,56.38,67.23,47,0.604,55.04,52.03,49.55,49.7,Needs Improvement
521,Generative AI & RAG,Hard,3,2,68.64,79.43,48.76,65.61,62.36,44,0.42,56.84,62.74,61.03,62.01,Almost Ready
522,System Design,Medium,2,1,41.63,48.82,29.31,39.51,48.21,10,0.281,31.82,36.73,50.88,38.39,Needs Improvement
523,Python & OOP,Medium,2,2,73.96,73.06,66.45,75.82,86.94,81,0.58,68.91,71.43,72.79,71.18,Almost Ready
524,System Design,Medium,2,5,68.28,74.99,77.38,64.5,58.04,73,0.541,54.88,61.58,74.51,69.25,Almost Ready
525,System Design,Hard,3,1,45.32,49.36,52.66,49.95,58.44,42,0.326,27.99,36.65,48.14,47.61,Needs Improvement
526,Python & OOP,Medium,2,1,71.4,68.98,65.54,67.6,69.03,83,0.564,72.28,71.84,70.69,67.57,Almost Ready
527,System Design,Medium,2,5,39.44,40.05,42.22,43.84,45.64,66,0.337,21.8,30.62,39.55,40.41,Needs Improvement
528,System Design,Medium,2,5,72.36,75.69,69.49,61.61,77.52,46,0.479,62.1,67.23,75.4,68.88,Almost Ready
529,System Design,Hard,3,4,76.6,86.6,80.62,70.95,71.21,87,0.689,82.63,79.61,79.27,77.5,Almost Ready
530,System Design,Medium,2,1,46.2,36.63,40.28,45.17,40.55,73,0.212,32.5,39.35,52.18,40.4,Needs Improvement
531,Cloud & DevOps,Medium,2,5,31.28,29.84,20.0,38.03,44.38,64,0.389,34.18,32.73,34.82,30.34,Needs Improvement
532,Python & OOP,Easy,1,5,49.78,48.98,40.37,62.08,68.04,65,0.502,44.36,47.07,57.47,49.5,Needs Improvement
533,Generative AI & RAG,Hard,3,5,44.57,46.48,55.22,30.13,30.0,39,0.273,44.76,44.67,42.56,43.62,Needs Improvement
534,Generative AI & RAG,Easy,1,1,35.69,42.96,37.51,25.0,30.0,49,0.253,48.4,42.05,34.93,34.84,Needs Improvement
535,Generative AI & RAG,Medium,2,1,49.73,53.06,52.75,53.78,52.38,16,0.31,54.51,52.12,42.5,49.65,Needs Improvement
536,SQL & DBMS,Hard,3,4,33.49,39.6,32.16,25.0,30.0,19,0.135,20.0,26.74,42.51,31.05,Needs Improvement
537,Cloud & DevOps,Medium,2,4,67.55,82.71,61.39,61.24,61.83,83,0.561,65.14,66.34,68.69,66.22,Almost Ready
538,Python & OOP,Easy,1,3,20.85,27.24,20.0,32.72,33.57,48,0.193,26.49,23.67,24.72,23.26,Needs Improvement
539,Python & OOP,Easy,1,5,67.96,59.1,79.1,72.74,77.25,75,0.623,70.96,69.46,71.8,69.8,Almost Ready
540,Machine Learning & AI,Easy,1,3,52.39,44.91,44.93,47.27,58.46,65,0.301,58.33,55.36,56.94,46.97,Needs Improvement
541,Generative AI & RAG,Easy,1,5,100.0,100.0,100.0,78.98,75.86,94,0.729,100.0,100.0,98.3,93.98,Interview Ready
542,Cloud & DevOps,Hard,3,1,49.75,50.54,66.04,61.35,53.94,75,0.59,40.71,45.23,57.21,56.24,Needs Improvement
543,Machine Learning & AI,Easy,1,2,53.08,57.85,51.89,68.25,59.69,47,0.553,27.3,40.19,51.5,55.57,Needs Improvement
544,Generative AI & RAG,Hard,3,4,85.59,97.24,100.0,66.81,60.58,97,0.773,93.68,89.64,87.22,86.98,Interview Ready
545,System Design,Medium,2,5,72.99,85.82,77.16,59.21,74.47,77,0.475,80.99,76.99,72.7,72.1,Almost Ready
546,Python & OOP,Easy,1,1,94.98,98.35,99.0,84.53,81.72,72,0.647,90.57,92.77,95.97,91.76,Interview Ready
547,Generative AI & RAG,Easy,1,2,61.12,58.42,28.88,75.74,70.88,83,0.537,61.95,61.54,59.56,53.86,Needs Improvement
548,Python & OOP,Easy,1,4,81.13,86.9,74.48,85.37,84.81,71,0.791,75.28,78.2,82.4,80.74,Interview Ready
549,Generative AI & RAG,Medium,2,5,31.87,37.74,24.33,46.25,47.77,68,0.433,43.75,37.81,31.95,34.24,Needs Improvement
550,Generative AI & RAG,Hard,3,5,58.88,73.36,59.54,54.84,50.67,47,0.546,55.47,57.18,69.03,59.98,Almost Ready
551,Python & OOP,Medium,2,3,69.63,83.22,75.22,84.02,85.72,81,0.654,55.88,62.75,65.52,74.89,Almost Ready
552,SQL & DBMS,Easy,1,1,23.93,25.0,20.0,28.45,31.82,45,0.181,21.41,22.67,29.7,23.37,Needs Improvement
553,System Design,Medium,2,5,63.78,63.9,42.91,61.83,51.95,75,0.665,54.15,58.97,54.12,58.06,Almost Ready
554,SQL & DBMS,Medium,2,4,40.45,42.49,27.33,52.57,53.18,58,0.493,28.65,34.55,34.49,40.21,Needs Improvement
555,Generative AI & RAG,Easy,1,3,50.54,49.54,44.66,41.09,54.01,66,0.363,66.2,58.37,40.1,46.72,Needs Improvement
556,System Design,Medium,2,1,77.49,69.53,80.85,64.35,58.22,57,0.592,86.91,82.2,79.67,73.03,Almost Ready
557,System Design,Hard,3,4,29.17,25.0,52.1,66.16,72.5,46,0.43,35.3,32.23,36.62,41.53,Needs Improvement
558,SQL & DBMS,Easy,1,4,56.22,55.87,40.45,51.91,55.42,37,0.363,57.73,56.98,52.26,49.76,Needs Improvement
559,Python & OOP,Medium,2,4,72.17,75.06,53.36,78.65,88.89,65,0.562,57.18,64.68,80.26,67.79,Almost Ready
560,Cloud & DevOps,Medium,2,3,21.93,31.41,20.0,25.0,30.0,53,0.179,20.0,20.97,20.0,23.18,Needs Improvement
561,Generative AI & RAG,Medium,2,2,79.65,80.06,95.32,71.87,78.28,79,0.488,85.51,82.58,81.8,79.7,Interview Ready
562,Cloud & DevOps,Hard,3,3,20.0,25.0,20.0,29.57,35.87,106,0.235,20.24,20.12,20.0,22.85,Needs Improvement
563,SQL & DBMS,Easy,1,4,35.22,40.27,34.76,30.58,30.0,8,0.133,44.19,39.7,39.47,32.95,Needs Improvement
564,SQL & DBMS,Medium,2,1,74.25,85.33,74.19,83.39,79.32,102,0.777,74.9,74.57,70.66,77.41,Almost Ready
565,Generative AI & RAG,Medium,2,1,49.38,52.03,44.46,46.02,50.57,76,0.449,66.05,57.72,50.92,47.82,Needs Improvement
566,Python & OOP,Easy,1,5,20.19,25.0,20.32,49.29,52.06,35,0.143,20.0,20.09,22.36,24.86,Needs Improvement
567,SQL & DBMS,Medium,2,3,60.49,70.51,70.07,58.92,60.75,92,0.417,61.15,60.82,68.8,62.36,Almost Ready
568,Cloud & DevOps,Hard,3,3,54.5,64.36,51.85,63.36,71.55,73,0.406,40.97,47.73,55.24,55.66,Needs Improvement
569,Python & OOP,Medium,2,1,54.57,45.63,53.57,52.22,56.12,73,0.551,58.86,56.72,58.43,52.88,Needs Improvement
570,Generative AI & RAG,Medium,2,3,61.22,60.66,63.11,69.16,63.21,65,0.644,64.73,62.97,59.29,62.82,Almost Ready
571,System Design,Hard,3,1,31.15,33.04,25.29,25.0,30.0,59,0.264,32.07,31.61,37.36,28.82,Needs Improvement
572,Generative AI & RAG,Medium,2,1,73.66,69.14,73.22,78.48,89.92,78,0.626,82.62,78.14,77.04,73.06,Almost Ready
573,System Design,Medium,2,2,49.15,53.56,55.64,54.7,55.69,84,0.214,59.1,54.12,53.79,49.54,Needs Improvement
574,Machine Learning & AI,Medium,2,1,70.79,73.1,57.4,57.16,64.38,61,0.605,86.63,78.71,69.58,65.07,Almost Ready
575,SQL & DBMS,Medium,2,1,56.13,63.0,47.0,50.68,52.11,80,0.385,58.83,57.48,52.69,52.37,Needs Improvement
576,System Design,Hard,3,3,72.0,67.47,68.93,82.83,87.73,81,0.634,69.22,70.61,70.8,71.57,Almost Ready
577,Machine Learning & AI,Hard,3,3,52.54,55.97,45.6,57.23,56.71,60,0.54,27.73,40.14,51.62,52.15,Needs Improvement
578,System Design,Hard,3,5,42.7,48.01,23.26,49.24,45.62,79,0.308,52.65,47.67,42.64,38.25,Needs Improvement
579,Cloud & DevOps,Medium,2,2,30.81,43.19,26.59,47.2,41.93,40,0.343,39.34,35.07,30.84,34.16,Needs Improvement
580,Cloud & DevOps,Medium,2,5,63.48,62.74,68.79,52.9,53.96,60,0.386,46.13,54.81,62.14,60.67,Almost Ready
581,SQL & DBMS,Medium,2,5,47.16,60.44,53.41,57.39,61.31,78,0.574,56.79,51.97,51.98,53.47,Needs Improvement
582,Machine Learning & AI,Medium,2,2,40.66,50.03,20.0,40.44,50.88,52,0.304,35.03,37.84,47.12,36.36,Needs Improvement
583,Generative AI & RAG,Medium,2,1,64.51,74.56,71.2,73.47,75.34,69,0.478,65.17,64.84,72.5,67.46,Almost Ready
584,Python & OOP,Medium,2,4,20.0,34.13,20.0,25.0,30.44,8,0.1,32.04,26.02,24.31,22.14,Needs Improvement
585,Machine Learning & AI,Hard,3,1,78.97,81.23,67.72,56.22,65.71,86,0.503,74.61,76.79,84.21,70.69,Almost Ready
586,Generative AI & RAG,Medium,2,5,30.67,29.1,49.95,40.08,45.76,68,0.158,48.2,39.44,29.03,35.46,Needs Improvement
587,System Design,Medium,2,3,66.82,73.84,83.13,57.83,72.72,68,0.493,59.26,63.04,62.64,69.59,Almost Ready
588,Machine Learning & AI,Medium,2,4,62.84,66.51,58.46,59.22,67.54,43,0.462,74.64,68.74,61.2,60.5,Almost Ready
589,System Design,Hard,3,2,20.21,27.22,20.0,25.0,30.0,14,0.1,20.0,20.1,20.55,21.16,Needs Improvement
590,SQL & DBMS,Medium,2,1,39.37,40.42,43.1,30.75,30.0,53,0.34,42.91,41.14,33.39,38.59,Needs Improvement
591,Cloud & DevOps,Hard,3,3,53.51,62.03,50.35,60.06,52.86,62,0.352,54.92,54.22,55.96,52.79,Needs Improvement
592,Machine Learning & AI,Easy,1,1,34.22,37.87,29.46,39.4,39.07,50,0.252,25.23,29.72,33.84,33.43,Needs Improvement
593,Python & OOP,Easy,1,2,24.31,26.35,20.0,31.19,36.27,87,0.218,29.47,26.89,20.0,24.57,Needs Improvement
594,Python & OOP,Medium,2,1,62.78,67.32,73.47,52.7,67.82,36,0.469,72.16,67.47,57.93,63.79,Almost Ready
595,Generative AI & RAG,Medium,2,3,54.9,53.53,32.43,69.97,80.38,66,0.55,51.94,53.42,56.49,51.86,Needs Improvement
596,SQL & DBMS,Easy,1,4,20.0,25.0,20.0,33.32,40.49,30,0.293,20.0,20.0,20.14,24.04,Needs Improvement
597,Machine Learning & AI,Easy,1,1,57.4,60.75,53.82,67.7,76.49,65,0.503,63.13,60.27,65.55,58.28,Almost Ready
598,SQL & DBMS,Medium,2,2,74.4,82.05,75.03,62.76,51.77,85,0.648,80.96,77.68,83.68,72.45,Almost Ready
599,SQL & DBMS,Medium,2,5,59.25,74.4,63.37,61.32,53.77,97,0.635,56.22,57.74,59.93,62.91,Almost Ready
600,Machine Learning & AI,Easy,1,2,41.33,35.72,41.11,47.88,46.26,91,0.267,61.74,51.54,48.09,39.88,Needs Improvement
601,Python & OOP,Hard,3,2,37.17,36.54,42.21,61.89,54.62,35,0.4,21.37,29.27,31.76,41.96,Needs Improvement
602,Cloud & DevOps,Medium,2,2,75.43,75.51,79.92,79.13,81.02,69,0.534,68.36,71.89,79.03,75.01,Almost Ready
603,System Design,Easy,1,2,55.39,59.12,46.9,64.88,78.09,52,0.369,35.38,45.39,56.43,54.06,Needs Improvement
604,Generative AI & RAG,Easy,1,3,29.8,30.24,20.0,41.6,51.23,52,0.215,49.57,39.68,32.33,28.84,Needs Improvement
605,Python & OOP,Hard,3,5,51.74,58.97,48.93,62.37,56.55,43,0.559,52.53,52.14,51.4,53.84,Needs Improvement
606,Cloud & DevOps,Hard,3,5,58.93,55.19,73.34,71.76,75.59,53,0.63,60.25,59.59,54.66,64.5,Almost Ready
607,Generative AI & RAG,Medium,2,1,48.61,56.85,37.97,43.53,49.71,97,0.516,29.74,39.17,46.07,47.03,Needs Improvement
608,Generative AI & RAG,Medium,2,2,73.41,81.57,81.37,70.17,65.89,111,0.661,75.14,74.28,72.5,75.19,Almost Ready
609,Machine Learning & AI,Medium,2,2,53.25,58.55,40.32,54.4,53.14,74,0.457,55.48,54.36,47.18,50.17,Needs Improvement
